epoch,loss,loss1,loss2
0,17.300809860229492,17.161762237548828,0.13904856145381927
0,15.674920082092285,15.626213073730469,0.04870670288801193
0,16.4459228515625,16.43222427368164,0.013698956929147243
0,15.829277992248535,15.82449722290039,0.0047809355892241
0,14.413455963134766,14.411937713623047,0.0015180540503934026
0,14.878105163574219,14.876111030578613,0.0019943949300795794
0,14.34598445892334,14.345126152038574,0.0008582928567193449
0,14.741867065429688,14.741253852844238,0.0006131268455646932
0,13.827788352966309,13.826997756958008,0.0007901551434770226
0,14.573854446411133,14.573517799377441,0.0003363681898918003
0,14.16549015045166,14.165190696716309,0.0002993944217450917
0,12.841168403625488,12.839715003967285,0.0014531128108501434
0,13.67085075378418,13.670392990112305,0.0004581557586789131
0,13.9213228225708,13.920759201049805,0.0005634361295960844
0,13.493691444396973,13.493504524230957,0.00018721265951171517
0,14.880359649658203,14.880279541015625,8.03526199888438e-05
0,13.062000274658203,13.061845779418945,0.00015462325245607644
0,13.470111846923828,13.469667434692383,0.0004442468343768269
0,14.265754699707031,14.265462875366211,0.00029214625828899443
0,13.942747116088867,13.942567825317383,0.00017955545627046376
0,13.717548370361328,13.717458724975586,8.947648893808946e-05
0,12.5737943649292,12.573453903198242,0.0003405899624340236
0,13.430631637573242,13.430604934692383,2.6868190616369247e-05
0,14.145430564880371,14.145292282104492,0.00013861448678653687
0,11.218552589416504,11.218365669250488,0.00018644548254087567
0,12.090243339538574,12.089963912963867,0.00027956071426160634
0,13.214622497558594,13.214292526245117,0.00033017637906596065
0,12.291074752807617,12.291049003601074,2.5784309400478378e-05
0,14.934362411499023,14.934345245361328,1.7307356756646186e-05
0,13.754996299743652,13.754834175109863,0.00016182527178898454
0,15.33932113647461,15.339262008666992,5.9173420595470816e-05
0,11.425152778625488,11.425148963928223,4.000406534032663e-06
0,13.561647415161133,13.561573028564453,7.409162208205089e-05
0,12.373744010925293,12.37366771697998,7.664212171221152e-05
0,14.443277359008789,14.443214416503906,6.341621337924153e-05
0,10.259941101074219,10.259841918945312,9.881977894110605e-05
0,15.120129585266113,15.120035171508789,9.424092422705144e-05
0,12.2908296585083,12.290763854980469,6.541002949234098e-05
0,11.894392013549805,11.894335746765137,5.599858923233114e-05
0,13.714447975158691,13.714393615722656,5.4102431022329256e-05
0,12.435091972351074,12.435040473937988,5.152326775714755e-05
0,13.1834077835083,13.18337631225586,3.1845655030338094e-05
0,11.631959915161133,11.63188648223877,7.333213579840958e-05
0,12.652976036071777,12.652923583984375,5.197589052841067e-05
0,13.499993324279785,13.499902725219727,9.038162534125149e-05
0,14.584918022155762,14.584877967834473,3.97522198909428e-05
0,13.092982292175293,13.092941284179688,4.1427341784583405e-05
0,10.517509460449219,10.517485618591309,2.4176499209715985e-05
0,12.723782539367676,12.723743438720703,3.8754802517360076e-05
0,12.21444034576416,12.214423179626465,1.7096132069127634e-05
0,12.964296340942383,12.964289665222168,6.310318894975353e-06
0,12.456027030944824,12.456005096435547,2.2055424778955057e-05
0,11.217802047729492,11.217573165893555,0.00022895087022334337
0,15.008466720581055,15.008432388305664,3.460304651525803e-05
0,14.00681209564209,14.00677490234375,3.6979527067160234e-05
0,15.76549243927002,15.765395164489746,9.692652383819222e-05
0,12.505126953125,12.505107879638672,1.892659747682046e-05
0,12.239740371704102,12.239728927612305,1.1555717719602399e-05
0,10.890366554260254,10.89035415649414,1.1974942026427016e-05
0,12.06214427947998,12.062137603759766,7.130996436899295e-06
0,12.978342056274414,12.97831916809082,2.3203170712804422e-05
0,13.487650871276855,13.487632751464844,1.79751223186031e-05
0,11.172203063964844,11.172161102294922,4.207114761811681e-05
